Iteration: 0, Loss: 431.3658142089844, Base Loss: 431.3658142089844, Regularisation Term: 0.0, Hessian Trace: 29.494525909423828
Iteration: 104000, Loss: 253.5719451904297, Base Loss: 253.5719451904297, Regularisation Term: 0.0, Hessian Trace: -8.629188537597656
Iteration: 105000, Loss: 233.8385772705078, Base Loss: 233.8385772705078, Regularisation Term: 0.0, Hessian Trace: -7.975889682769775
Iteration: 105000, Loss: 251.09959411621094, Base Loss: 251.09959411621094, Regularisation Term: 0.0, Hessian Trace: -8.431380271911621
Iteration: 106000, Loss: 234.8692626953125, Base Loss: 234.8692626953125, Regularisation Term: 0.0, Hessian Trace: -7.701093673706055
Iteration: 106000, Loss: 256.1245422363281, Base Loss: 256.1245422363281, Regularisation Term: 0.0, Hessian Trace: -8.137932777404785
Iteration: 107000, Loss: 240.76467895507812, Base Loss: 240.76467895507812, Regularisation Term: 0.0, Hessian Trace: -8.33923625946045
Iteration: 107000, Loss: 251.09962463378906, Base Loss: 251.09962463378906, Regularisation Term: 0.0, Hessian Trace: -8.234892845153809
Iteration: 108000, Loss: 246.78456115722656, Base Loss: 246.78456115722656, Regularisation Term: 0.0, Hessian Trace: -6.28182315826416
Iteration: 108000, Loss: 247.3391876220703, Base Loss: 247.3391876220703, Regularisation Term: 0.0, Hessian Trace: -6.876828193664551
Iteration: 109000, Loss: 235.8226318359375, Base Loss: 235.8226318359375, Regularisation Term: 0.0, Hessian Trace: -6.964058876037598
Iteration: 109000, Loss: 251.4920654296875, Base Loss: 251.4920654296875, Regularisation Term: 0.0, Hessian Trace: -8.760529518127441
Iteration: 110000, Loss: 240.2425079345703, Base Loss: 240.2425079345703, Regularisation Term: 0.0, Hessian Trace: -9.040666580200195
Iteration: 110000, Loss: 252.23634338378906, Base Loss: 252.23634338378906, Regularisation Term: 0.0, Hessian Trace: -8.538987159729004
Iteration: 111000, Loss: 233.7349853515625, Base Loss: 233.7349853515625, Regularisation Term: 0.0, Hessian Trace: -8.06334400177002
Iteration: 111000, Loss: 253.8396759033203, Base Loss: 253.8396759033203, Regularisation Term: 0.0, Hessian Trace: -10.059310913085938
Iteration: 112000, Loss: 239.9449462890625, Base Loss: 239.9449462890625, Regularisation Term: 0.0, Hessian Trace: -9.577686309814453
Iteration: 112000, Loss: 253.07382202148438, Base Loss: 253.07382202148438, Regularisation Term: 0.0, Hessian Trace: -10.494542121887207
Iteration: 113000, Loss: 241.47018432617188, Base Loss: 241.47018432617188, Regularisation Term: 0.0, Hessian Trace: -7.021806240081787
Iteration: 113000, Loss: 254.27633666992188, Base Loss: 254.27633666992188, Regularisation Term: 0.0, Hessian Trace: -8.2813138961792
Iteration: 114000, Loss: 238.73373413085938, Base Loss: 238.73373413085938, Regularisation Term: 0.0, Hessian Trace: -9.67783260345459
Iteration: 114000, Loss: 258.8052673339844, Base Loss: 258.8052673339844, Regularisation Term: 0.0, Hessian Trace: -8.772613525390625
Iteration: 115000, Loss: 234.01512145996094, Base Loss: 234.01512145996094, Regularisation Term: 0.0, Hessian Trace: -8.53995132446289
Iteration: 115000, Loss: 252.2169952392578, Base Loss: 252.2169952392578, Regularisation Term: 0.0, Hessian Trace: -8.076652526855469
Iteration: 116000, Loss: 239.2008514404297, Base Loss: 239.2008514404297, Regularisation Term: 0.0, Hessian Trace: -8.155768394470215
Iteration: 116000, Loss: 256.2129821777344, Base Loss: 256.2129821777344, Regularisation Term: 0.0, Hessian Trace: -9.795536041259766
Iteration: 117000, Loss: 238.96109008789062, Base Loss: 238.96109008789062, Regularisation Term: 0.0, Hessian Trace: -10.989250183105469
Iteration: 117000, Loss: 257.8586730957031, Base Loss: 257.8586730957031, Regularisation Term: 0.0, Hessian Trace: -9.123613357543945
Iteration: 118000, Loss: 247.21759033203125, Base Loss: 247.21759033203125, Regularisation Term: 0.0, Hessian Trace: -9.556314468383789
Iteration: 118000, Loss: 264.9911804199219, Base Loss: 264.9911804199219, Regularisation Term: 0.0, Hessian Trace: -10.567818641662598
Iteration: 119000, Loss: 242.75213623046875, Base Loss: 242.75213623046875, Regularisation Term: 0.0, Hessian Trace: -9.275581359863281
Iteration: 119000, Loss: 260.08367919921875, Base Loss: 260.08367919921875, Regularisation Term: 0.0, Hessian Trace: -8.727152824401855
Iteration: 120000, Loss: 242.22801208496094, Base Loss: 242.22801208496094, Regularisation Term: 0.0, Hessian Trace: -10.485543251037598
Iteration: 120000, Loss: 251.7565460205078, Base Loss: 251.7565460205078, Regularisation Term: 0.0, Hessian Trace: -9.534058570861816
Iteration: 121000, Loss: 234.38160705566406, Base Loss: 234.38160705566406, Regularisation Term: 0.0, Hessian Trace: -9.504610061645508
Iteration: 121000, Loss: 261.87457275390625, Base Loss: 261.87457275390625, Regularisation Term: 0.0, Hessian Trace: -9.861852645874023
Iteration: 122000, Loss: 240.333740234375, Base Loss: 240.333740234375, Regularisation Term: 0.0, Hessian Trace: -10.585667610168457
Iteration: 122000, Loss: 259.6569519042969, Base Loss: 259.6569519042969, Regularisation Term: 0.0, Hessian Trace: -10.196310043334961
Iteration: 123000, Loss: 241.90814208984375, Base Loss: 241.90814208984375, Regularisation Term: 0.0, Hessian Trace: -10.685589790344238
Iteration: 123000, Loss: 259.0839538574219, Base Loss: 259.0839538574219, Regularisation Term: 0.0, Hessian Trace: -9.463342666625977
Iteration: 124000, Loss: 234.89488220214844, Base Loss: 234.89488220214844, Regularisation Term: 0.0, Hessian Trace: -11.413324356079102
Iteration: 124000, Loss: 255.45294189453125, Base Loss: 255.45294189453125, Regularisation Term: 0.0, Hessian Trace: -9.583019256591797
Iteration: 125000, Loss: 240.10560607910156, Base Loss: 240.10560607910156, Regularisation Term: 0.0, Hessian Trace: -11.186569213867188
Iteration: 125000, Loss: 259.09295654296875, Base Loss: 259.09295654296875, Regularisation Term: 0.0, Hessian Trace: -10.966734886169434
Iteration: 126000, Loss: 244.68545532226562, Base Loss: 244.68545532226562, Regularisation Term: 0.0, Hessian Trace: -12.395211219787598
Iteration: 126000, Loss: 259.869384765625, Base Loss: 259.869384765625, Regularisation Term: 0.0, Hessian Trace: -12.346805572509766
Iteration: 127000, Loss: 238.47508239746094, Base Loss: 238.47508239746094, Regularisation Term: 0.0, Hessian Trace: -10.230314254760742
Iteration: 127000, Loss: 263.1986389160156, Base Loss: 263.1986389160156, Regularisation Term: 0.0, Hessian Trace: -9.663168907165527
Iteration: 128000, Loss: 236.98635864257812, Base Loss: 236.98635864257812, Regularisation Term: 0.0, Hessian Trace: -11.095170021057129
Iteration: 128000, Loss: 260.12158203125, Base Loss: 260.12158203125, Regularisation Term: 0.0, Hessian Trace: -11.166948318481445
Iteration: 129000, Loss: 235.2178497314453, Base Loss: 235.2178497314453, Regularisation Term: 0.0, Hessian Trace: -11.005411148071289
Iteration: 129000, Loss: 261.9291076660156, Base Loss: 261.9291076660156, Regularisation Term: 0.0, Hessian Trace: -12.672307014465332
Iteration: 130000, Loss: 227.07666015625, Base Loss: 227.07666015625, Regularisation Term: 0.0, Hessian Trace: -12.625264167785645
Iteration: 130000, Loss: 264.0339050292969, Base Loss: 264.0339050292969, Regularisation Term: 0.0, Hessian Trace: -11.449790954589844
Iteration: 131000, Loss: 240.03839111328125, Base Loss: 240.03839111328125, Regularisation Term: 0.0, Hessian Trace: -10.4159574508667
Iteration: 131000, Loss: 265.17578125, Base Loss: 265.17578125, Regularisation Term: 0.0, Hessian Trace: -12.84344482421875
Iteration: 132000, Loss: 238.589599609375, Base Loss: 238.589599609375, Regularisation Term: 0.0, Hessian Trace: -12.124897956848145
Iteration: 132000, Loss: 262.4282531738281, Base Loss: 262.4282531738281, Regularisation Term: 0.0, Hessian Trace: -11.514410018920898
Iteration: 133000, Loss: 242.3209991455078, Base Loss: 242.3209991455078, Regularisation Term: 0.0, Hessian Trace: -12.658658027648926
Iteration: 133000, Loss: 262.37554931640625, Base Loss: 262.37554931640625, Regularisation Term: 0.0, Hessian Trace: -12.486846923828125
Iteration: 134000, Loss: 237.29891967773438, Base Loss: 237.29891967773438, Regularisation Term: 0.0, Hessian Trace: -14.562416076660156
Iteration: 134000, Loss: 266.0966491699219, Base Loss: 266.0966491699219, Regularisation Term: 0.0, Hessian Trace: -12.059545516967773
[2024-08-02 19:48:42,578][scoresbibm.scripts.hydra_script][INFO] - Evaluating method: score_transformer_joint
[2024-08-02 19:48:42,580][scoresbibm.scripts.hydra_script][INFO] - Evaluating metric: c2st_posterior
Conditional:  [False False False False False  True  True  True  True  True  True  True
  True] [-11.185   1.679  -4.845   0.885   5.74    2.715   1.443   5.037]
Metric value:  0.8227499723434448
Conditional:  [False False False False False  True  True  True  True  True  True  True
  True] [-1.232 -2.003 -2.946 -4.168 -3.509 -2.684 -1.101 -4.331]
Metric value:  0.8075000047683716
Conditional:  [False False False False False  True  True  True  True  True  True  True
  True] [-1.387 -4.737 -0.887  0.255 -0.893  0.142 -0.923 -1.719]
Metric value:  0.8047500252723694
Conditional:  [False False False False False  True  True  True  True  True  True  True
  True] [2.218 1.988 2.219 2.606 2.22  3.281 2.218 1.619]
Metric value:  0.9767500162124634
Conditional:  [False False False False False  True  True  True  True  True  True  True
  True] [-0.522 -0.009  0.554  0.214 -2.477 -0.344 -4.683 -0.573]
Metric value:  0.8227499723434448
Conditional:  [False False False False False  True  True  True  True  True  True  True
  True] [ 0.258  2.407 -1.755  1.056 12.672 -1.776  0.223  1.24 ]
Metric value:  0.8015000224113464
Conditional:  [False False False False False  True  True  True  True  True  True  True
  True] [ 3.098 -2.261 -8.009  8.848  0.596 -0.237  8.88  -8.373]
Metric value:  0.8629999756813049
Conditional:  [False False False False False  True  True  True  True  True  True  True
  True] [  9.79   18.131  -7.538 -13.125   5.368   8.8    -2.704  -3.553]
Metric value:  0.8572499752044678
Conditional:  [False False False False False  True  True  True  True  True  True  True
  True] [-7.46  -2.566 -2.082 -2.518  0.904 -2.492 -4.393 -2.588]
Metric value:  0.8604999780654907
Conditional:  [False False False False False  True  True  True  True  True  True  True
  True] [-4.819 -0.014 14.857 -8.833 -7.667 -0.709  6.859 -4.324]
Metric value:  0.796999990940094
Conditional:  [False False False False False  True  True  True  True  True  True  True
  True] [-1.829  0.391  0.01  -0.092 -1.188  0.171 -3.081  0.555]
Metric value:  0.8517500162124634
Conditional:  [False False False False False  True  True  True  True  True  True  True
  True] [  5.689   7.026  -7.498 -10.52    3.932   4.889   3.828   2.783]
Metric value:  0.7749999761581421
Conditional:  [False False False False False  True  True  True  True  True  True  True
  True] [-4.513 -2.276  4.743 -0.048  2.885 -0.598 -1.793 -1.333]
Metric value:  0.7872499823570251
Conditional:  [False False False False False  True  True  True  True  True  True  True
  True] [ 1.804  0.181  2.817  3.581  1.056  5.033 -2.048 -4.114]
Metric value:  0.781000018119812
Conditional:  [False False False False False  True  True  True  True  True  True  True
  True] [-1.575  3.296  0.192 -2.37  -1.739 -6.292 -2.344  4.445]
Metric value:  0.8222500085830688
Conditional:  [False False False False False  True  True  True  True  True  True  True
  True] [-3.312  0.041 -1.766 -1.193  0.527 -1.866  0.99  -1.289]
Metric value:  0.793749988079071
Conditional:  [False False False False False  True  True  True  True  True  True  True
  True] [-13.2     0.323  -0.741   0.185   6.727   0.136 -17.074   0.351]
Metric value:  0.903249979019165
Conditional:  [False False False False False  True  True  True  True  True  True  True
  True] [  1.308   0.812  -0.505   0.844  -2.361   0.888 -10.45    0.912]
Metric value:  0.8774999976158142
Conditional:  [False False False False False  True  True  True  True  True  True  True
  True] [-0.544  6.016 -1.798 -7.912  0.79   4.724 -3.208 -7.335]
Metric value:  0.8015000224113464
Conditional:  [False False False False False  True  True  True  True  True  True  True
  True] [-0.389 -1.346 -0.588 -2.307 -0.711 -2.752 -0.451 -0.984]
Metric value:  0.8237500190734863
Conditional:  [False False False False False  True  True  True  True  True  True  True
  True] [  4.685  13.01    4.023   7.668  -0.959  -4.469  -5.705 -17.039]
Metric value:  0.8119999766349792
Conditional:  [False False False False False  True  True  True  True  True  True  True
  True] [-19.847  -0.333  -3.513  -0.355   9.057  -1.539  -0.194  -6.745]
Metric value:  0.8964999914169312
Conditional:  [False False False False False  True  True  True  True  True  True  True
  True] [ 2.756  2.868 -1.539  5.154  1.813 -3.972  3.873  9.628]
Metric value:  0.8019999861717224
Conditional:  [False False False False False  True  True  True  True  True  True  True
  True] [ -4.708   2.768  -4.497   4.132 -14.997   7.126  -2.904   2.923]
Metric value:  0.7727500200271606
Conditional:  [False False False False False  True  True  True  True  True  True  True
  True] [-18.25   -5.713 -12.83   -4.027   5.8     0.284 -16.66   -5.099]
Metric value:  0.8417500257492065
Conditional:  [False False False False False  True  True  True  True  True  True  True
  True] [-0.948 -0.816 -1.107 -5.517 -0.96  -1.006 -1.092 -4.778]
Metric value:  0.8995000123977661
Conditional:  [False False False False False  True  True  True  True  True  True  True
  True] [-0.715 -2.743 -0.548 -1.122 -0.502 -0.176 -0.736 -2.47 ]
Metric value:  0.8447499871253967
Conditional:  [False False False False False  True  True  True  True  True  True  True
  True] [ 1.697 -4.533  4.348  9.116  3.656  7.148  2.581  0.74 ]
Metric value:  0.8364999890327454
Conditional:  [False False False False False  True  True  True  True  True  True  True
  True] [ 0.696 -3.502  0.389 -3.934  0.877 -1.613  1.257 -5.254]
Metric value:  0.7932500243186951
Conditional:  [False False False False False  True  True  True  True  True  True  True
  True] [ 1.631 -1.657  2.116 -2.047  2.576 -2.303  2.235 -2.036]
Metric value:  0.8567500114440918
Conditional:  [False False False False False  True  True  True  True  True  True  True
  True] [4.39  2.621 3.564 2.627 6.233 2.584 3.437 2.653]
Metric value:  0.8997499942779541
Conditional:  [False False False False False  True  True  True  True  True  True  True
  True] [ 0.929 -1.962  3.431 -2.729 -0.088  6.342  0.628  2.338]
Metric value:  0.7677500247955322
Conditional:  [False False False False False  True  True  True  True  True  True  True
  True] [ -2.819   5.096  -2.415   3.635  -1.751 -12.609  -2.85    3.095]
Metric value:  0.8220000267028809
Conditional:  [False False False False False  True  True  True  True  True  True  True
  True] [ 2.946 -8.603  2.976 -2.005  2.967 -3.699  2.986 -0.047]
Metric value:  0.9452499747276306
Conditional:  [False False False False False  True  True  True  True  True  True  True
  True] [-0.737  0.061 -1.899  2.132  1.215 -3.239 -1.99   1.512]
Metric value:  0.8424999713897705
Conditional:  [False False False False False  True  True  True  True  True  True  True
  True] [-1.642  2.199 -1.805  2.161 -1.768  1.973 -1.962  1.754]
Metric value:  0.8492500185966492
Conditional:  [False False False False False  True  True  True  True  True  True  True
  True] [-4.218  4.254  1.993  0.522  4.772 -3.312  5.084 -3.29 ]
Metric value:  0.8212500214576721
Conditional:  [False False False False False  True  True  True  True  True  True  True
  True] [0.601 1.686 2.208 1.814 0.759 1.708 0.394 1.654]
Metric value:  0.8757500052452087
Conditional:  [False False False False False  True  True  True  True  True  True  True
  True] [ 8.612 -1.861 -0.305 -1.817  2.222 -1.757 -1.075 -1.745]
Metric value:  0.8610000014305115
Conditional:  [False False False False False  True  True  True  True  True  True  True
  True] [ 0.051 -0.88   0.922  6.23   1.082  1.411 -1.129 -2.89 ]
Metric value:  0.7789999842643738
Conditional:  [False False False False False  True  True  True  True  True  True  True
  True] [  3.175 -10.112   1.412   2.562   1.473  -3.143   1.264   4.219]
Metric value:  0.7944999933242798
Conditional:  [False False False False False  True  True  True  True  True  True  True
  True] [-1.032  0.572  1.614 -5.828  0.706 -3.599  1.193 -4.18 ]
Metric value:  0.8619999885559082
Conditional:  [False False False False False  True  True  True  True  True  True  True
  True] [ 7.301 -8.283 -3.634  1.488 -4.265  0.162  8.025 -9.691]
Metric value:  0.828499972820282
Conditional:  [False False False False False  True  True  True  True  True  True  True
  True] [-3.418  2.604 -2.736  1.979 -2.444  1.973 -3.227  3.459]
Metric value:  0.8234999775886536
Conditional:  [False False False False False  True  True  True  True  True  True  True
  True] [ 1.672  0.59   1.842  5.035  1.226  7.471  1.321 -1.382]
Metric value:  0.8130000233650208
Conditional:  [False False False False False  True  True  True  True  True  True  True
  True] [  2.847   2.761   2.87   -2.621   2.858   5.336   2.805 -10.014]
Metric value:  0.8942499756813049
Conditional:  [False False False False False  True  True  True  True  True  True  True
  True] [ 0.596 -1.639  0.537 -4.978  0.489  7.114  0.962 -9.609]
Metric value:  0.8264999985694885
Conditional:  [False False False False False  True  True  True  True  True  True  True
  True] [ 0.486 -2.721 -0.57  -2.533  1.475 -2.858 -0.76  -2.539]
Metric value:  0.8554999828338623
Conditional:  [False False False False False  True  True  True  True  True  True  True
  True] [-0.241 -0.283 -2.492 -1.088 -6.889 -2.231 -0.844 -0.775]
Metric value:  0.8209999799728394
Conditional:  [False False False False False  True  True  True  True  True  True  True
  True] [-2.102  0.653 -3.469  8.214 -3.606  9.417 -2.877  3.563]
Metric value:  0.8337500095367432
